"                   Perusahaan
Tanggal";LQ45;ADROJK;ANTM;ASII;BBCA;BBNI;BBRI;BBTN;BMRI;CPINJK;EXCLJK;ICBPJK;INCOJK;INDFJK;INKPJK;INTPJK;ITMGJK;KLBFJK;MEDCJK;MDKAJK;PGASJK;PTBAJK;SMGRJK;TBIGJK;TLKMJK;TOWRJK;TPIAJK;UNTRJK;UNVRJK
26/09/2023;952,40;2.770,00;1.840,00;6.200,00;8.950,00;4.987,50;5.200,00;1.225,00;5.925,00;5.375,00;2.340,00;11.175,00;5.575,00;6.700,00;11.450,00;9.800,00;28.500,00;1.805,00;1.515,00;3.000,00;1.385,00;2.810,00;6.550,00;1.995,00;3.760,00;965,00;2.580,00;27.750,00;3.820,00
27/09/2023;953,32;2.870,00;1.820,00;6.150,00;8.875,00;5.062,50;5.225,00;1.225,00;6.000,00;5.375,00;2.360,00;11.000,00;5.625,00;6.750,00;11.350,00;10.075,00;28.375,00;1.755,00;1.645,00;3.030,00;1.375,00;2.800,00;6.550,00;2.010,00;3.720,00;960,00;2.560,00;28.300,00;3.770,00
29/09/2023;952,69;2.850,00;1.815,00;6.225,00;8.825,00;5.162,50;5.225,00;1.220,00;6.025,00;5.425,00;2.380,00;11.075,00;5.650,00;6.625,00;11.100,00;9.950,00;28.975,00;1.755,00;1.610,00;2.880,00;1.375,00;2.800,00;6.425,00;2.020,00;3.750,00;960,00;2.530,00;28.250,00;3.740,00
02/10/2023;957,09;2.810,00;1.805,00;6.275,00;9.075,00;5.150,00;5.250,00;1.240,00;6.050,00;5.425,00;2.410,00;11.100,00;5.575,00;6.750,00;10.875,00;10.100,00;28.675,00;1.785,00;1.560,00;2.670,00;1.375,00;2.800,00;6.475,00;1.995,00;3.750,00;960,00;2.570,00;27.925,00;3.700,00
03/10/2023;956,07;2.690,00;1.765,00;6.200,00;9.200,00;5.212,50;5.275,00;1.260,00;6.075,00;5.525,00;2.440,00;10.950,00;5.575,00;6.725,00;10.625,00;10.100,00;28.050,00;1.795,00;1.510,00;2.520,00;1.360,00;2.740,00;6.400,00;1.970,00;3.770,00;970,00;2.600,00;27.000,00;3.590,00
04/10/2023;949,23;2.660,00;1.740,00;6.075,00;9.200,00;5.187,50;5.250,00;1.250,00;6.125,00;5.450,00;2.370,00;11.200,00;5.425,00;6.750,00;10.100,00;10.025,00;27.200,00;1.765,00;1.410,00;2.520,00;1.360,00;2.690,00;6.300,00;1.990,00;3.780,00;950,00;2.620,00;26.575,00;3.580,00
05/10/2023;944,67;2.610,00;1.705,00;6.025,00;9.075,00;5.187,50;5.175,00;1.245,00;6.125,00;5.625,00;2.370,00;11.625,00;5.350,00;6.875,00;10.200,00;10.125,00;26.325,00;1.835,00;1.310,00;2.430,00;1.340,00;2.660,00;6.250,00;2.000,00;3.720,00;920,00;2.730,00;26.150,00;3.660,00
06/10/2023;946,51;2.650,00;1.715,00;6.075,00;9.025,00;5.200,00;5.175,00;1.255,00;6.025,00;5.675,00;2.360,00;11.500,00;5.525,00;6.875,00;10.350,00;10.025,00;26.450,00;1.835,00;1.345,00;2.410,00;1.355,00;2.660,00;6.350,00;2.010,00;3.780,00;930,00;2.740,00;26.400,00;3.800,00
09/10/2023;944,58;2.770,00;1.810,00;6.125,00;9.050,00;5.100,00;5.125,00;1.255,00;5.900,00;5.575,00;2.360,00;11.100,00;5.675,00;6.850,00;10.250,00;10.000,00;26.975,00;1.780,00;1.475,00;2.580,00;1.395,00;2.720,00;6.600,00;1.990,00;3.760,00;930,00;2.690,00;26.700,00;3.720,00
10/10/2023;946,36;2.780,00;1.815,00;6.050,00;8.925,00;5.200,00;5.175,00;1.250,00;6.000,00;5.550,00;2.370,00;10.850,00;5.625,00;6.800,00;10.600,00;10.100,00;27.150,00;1.755,00;1.465,00;2.650,00;1.400,00;2.750,00;6.575,00;1.950,00;3.810,00;955,00;2.690,00;26.875,00;3.670,00
11/10/2023;944,69;2.760,00;1.815,00;6.050,00;8.925,00;5.175,00;5.250,00;1.240,00;6.050,00;5.450,00;2.380,00;10.700,00;5.550,00;6.750,00;10.675,00;9.950,00;27.475,00;1.750,00;1.465,00;2.540,00;1.390,00;2.740,00;6.525,00;1.960,00;3.780,00;955,00;2.690,00;26.275,00;3.610,00
12/10/2023;943,45;2.690,00;1.775,00;5.950,00;9.050,00;5.325,00;5.300,00;1.245,00;6.075,00;5.100,00;2.380,00;10.975,00;5.475,00;6.725,00;10.725,00;10.050,00;26.850,00;1.740,00;1.465,00;2.550,00;1.385,00;2.710,00;6.550,00;1.950,00;3.830,00;955,00;2.690,00;25.875,00;3.630,00
13/10/2023;939,55;2.710,00;1.755,00;5.975,00;9.075,00;5.175,00;5.275,00;1.245,00;6.075,00;5.200,00;2.380,00;10.875,00;5.425,00;6.700,00;10.525,00;10.000,00;27.200,00;1.750,00;1.495,00;2.550,00;1.400,00;2.690,00;6.575,00;1.915,00;3.850,00;945,00;2.700,00;26.075,00;3.650,00
16/10/2023;935,06;2.780,00;1.805,00;5.850,00;9.100,00;5.200,00;5.250,00;1.235,00;6.025,00;5.200,00;2.380,00;10.900,00;5.525,00;6.725,00;10.350,00;10.075,00;27.475,00;1.760,00;1.510,00;2.600,00;1.400,00;2.710,00;6.450,00;1.950,00;3.760,00;930,00;2.580,00;26.450,00;3.650,00
17/10/2023;932,63;2.770,00;1.810,00;5.850,00;8.950,00;5.200,00;5.150,00;1.235,00;6.000,00;5.225,00;2.380,00;10.900,00;5.650,00;6.850,00;10.325,00;10.300,00;27.575,00;1.825,00;1.505,00;2.580,00;1.385,00;2.720,00;6.575,00;1.960,00;3.790,00;940,00;2.660,00;26.375,00;3.830,00
18/10/2023;925,42;2.840,00;1.850,00;5.825,00;8.850,00;5.125,00;5.150,00;1.225,00;5.850,00;5.350,00;2.300,00;10.625,00;5.750,00;6.800,00;10.625,00;9.900,00;27.850,00;1.805,00;1.565,00;2.490,00;1.385,00;2.720,00;6.400,00;1.955,00;3.750,00;905,00;2.670,00;26.300,00;3.820,00
19/10/2023;910,09;2.820,00;1.815,00;5.725,00;8.750,00;4.940,00;5.000,00;1.210,00;5.725,00;5.200,00;2.240,00;10.425,00;5.775,00;6.750,00;10.450,00;9.875,00;27.950,00;1.800,00;1.520,00;2.480,00;1.365,00;2.690,00;6.475,00;1.945,00;3.730,00;900,00;2.630,00;26.025,00;3.810,00
20/10/2023;911,89;2.800,00;1.825,00;5.700,00;8.975,00;4.970,00;5.050,00;1.210,00;5.750,00;5.200,00;2.200,00;10.600,00;5.750,00;6.675,00;10.275,00;9.825,00;28.150,00;1.770,00;1.600,00;2.490,00;1.360,00;2.720,00;6.400,00;1.885,00;3.700,00;880,00;2.600,00;25.825,00;3.860,00
23/10/2023;899,01;2.660,00;1.750,00;5.600,00;8.850,00;4.990,00;5.000,00;1.190,00;5.675,00;4.950,00;2.180,00;10.500,00;5.575,00;6.600,00;9.775,00;9.650,00;27.375,00;1.770,00;1.500,00;2.380,00;1.335,00;2.660,00;6.275,00;1.970,00;3.610,00;870,00;2.630,00;25.000,00;3.840,00
24/10/2023;908,97;2.660,00;1.765,00;5.800,00;8.775,00;5.000,00;5.100,00;1.225,00;5.750,00;5.050,00;2.190,00;10.800,00;5.675,00;6.725,00;9.800,00;9.675,00;27.400,00;1.825,00;1.470,00;2.380,00;1.335,00;2.670,00;6.325,00;2.050,00;3.650,00;900,00;2.610,00;25.250,00;3.990,00
25/10/2023;911,95;2.670,00;1.730,00;5.775,00;8.875,00;4.970,00;5.175,00;1.220,00;5.850,00;5.250,00;2.130,00;10.450,00;5.525,00;6.750,00;9.400,00;9.650,00;27.250,00;1.760,00;1.395,00;2.420,00;1.345,00;2.690,00;6.400,00;2.050,00;3.600,00;875,00;2.670,00;26.325,00;4.080,00
26/10/2023;889,32;2.650,00;1.730,00;5.725,00;8.725,00;4.880,00;4.920,00;1.195,00;5.700,00;5.050,00;2.090,00;10.275,00;5.400,00;6.750,00;9.500,00;9.350,00;26.850,00;1.750,00;1.360,00;2.300,00;1.325,00;2.660,00;6.250,00;2.040,00;3.480,00;825,00;2.730,00;26.175,00;3.980,00
27/10/2023;892,92;2.640,00;1.725,00;5.725,00;8.700,00;4.850,00;5.000,00;1.205,00;5.700,00;5.450,00;2.120,00;10.525,00;5.125,00;6.750,00;10.000,00;9.250,00;26.975,00;1.755,00;1.420,00;2.330,00;1.335,00;2.660,00;6.175,00;2.100,00;3.500,00;825,00;2.820,00;25.525,00;3.980,00
30/10/2023;889,35;2.540,00;1.725,00;5.800,00;8.850,00;4.850,00;5.000,00;1.215,00;5.725,00;5.425,00;2.050,00;10.525,00;5.225,00;6.725,00;9.300,00;9.225,00;26.250,00;1.705,00;1.260,00;2.340,00;1.270,00;2.590,00;6.100,00;2.110,00;3.420,00;845,00;2.820,00;24.400,00;3.790,00
31/10/2023;892,34;2.560,00;1.705,00;5.775,00;8.750,00;4.790,00;4.960,00;1.225,00;5.675,00;5.800,00;2.270,00;10.350,00;4.950,00;6.650,00;9.600,00;9.275,00;26.525,00;1.690,00;1.275,00;2.230,00;1.255,00;2.480,00;6.100,00;2.070,00;3.490,00;890,00;2.980,00;25.125,00;3.620,00
01/11/2023;878,88;2.410,00;1.650,00;5.800,00;8.600,00;4.820,00;4.830,00;1.195,00;5.650,00;5.375,00;2.060,00;10.375,00;4.840,00;6.650,00;8.225,00;9.100,00;25.025,00;1.605,00;1.165,00;2.300,00;1.220,00;2.360,00;6.050,00;2.030,00;3.620,00;850,00;2.950,00;24.100,00;3.580,00
02/11/2023;898,92;2.390,00;1.650,00;5.800,00;8.850,00;4.870,00;5.000,00;1.205,00;5.900,00;5.375,00;2.030,00;10.350,00;4.850,00;6.475,00;8.575,00;9.325,00;25.225,00;1.595,00;1.230,00;2.400,00;1.230,00;2.380,00;6.250,00;2.060,00;3.620,00;935,00;2.960,00;23.725,00;3.590,00
03/11/2023;904,15;2.490,00;1.655,00;5.900,00;8.900,00;4.890,00;5.100,00;1.200,00;5.825,00;5.500,00;2.050,00;10.450,00;4.930,00;6.375,00;8.475,00;9.375,00;25.450,00;1.590,00;1.240,00;2.450,00;1.235,00;2.390,00;6.200,00;2.130,00;3.570,00;955,00;3.000,00;23.775,00;3.550,00
06/11/2023;918,86;2.530,00;1.700,00;5.925,00;9.050,00;4.970,00;5.200,00;1.215,00;5.925,00;5.475,00;2.110,00;10.475,00;4.920,00;6.350,00;8.700,00;9.800,00;25.650,00;1.615,00;1.230,00;2.510,00;1.235,00;2.400,00;6.475,00;2.090,00;3.650,00;960,00;2.950,00;23.750,00;3.620,00
07/11/2023;913,43;2.470,00;1.690,00;5.825,00;8.975,00;4.940,00;5.250,00;1.210,00;5.875,00;5.550,00;2.110,00;10.475,00;4.940,00;6.375,00;8.500,00;9.825,00;25.350,00;1.605,00;1.175,00;2.510,00;1.210,00;2.360,00;6.450,00;2.060,00;3.570,00;960,00;2.940,00;23.375,00;3.570,00
08/11/2023;906,75;2.440,00;1.660,00;5.725,00;9.000,00;4.880,00;5.225,00;1.210,00;5.850,00;5.675,00;2.160,00;10.475,00;4.820,00;6.350,00;8.400,00;9.700,00;24.725,00;1.615,00;1.110,00;2.360,00;1.140,00;2.330,00;6.350,00;2.050,00;3.520,00;950,00;2.950,00;22.800,00;3.600,00
09/11/2023;908,03;2.450,00;1.655,00;5.750,00;9.000,00;4.860,00;5.200,00;1.210,00;5.875,00;5.650,00;2.170,00;10.450,00;4.700,00;6.325,00;8.575,00;9.600,00;24.775,00;1.620,00;1.170,00;2.300,00;1.115,00;2.350,00;6.375,00;2.100,00;3.530,00;955,00;2.960,00;22.875,00;3.600,00
10/11/2023;901,72;2.480,00;1.625,00;5.775,00;8.825,00;4.860,00;5.075,00;1.215,00;5.775,00;5.600,00;2.220,00;10.575,00;4.640,00;6.325,00;8.475,00;9.400,00;24.850,00;1.590,00;1.160,00;2.260,00;1.125,00;2.340,00;6.275,00;2.060,00;3.550,00;935,00;3.000,00;23.100,00;3.590,00
13/11/2023;901,22;2.480,00;1.620,00;5.650,00;8.875,00;4.890,00;5.025,00;1.210,00;5.825,00;5.600,00;2.200,00;10.375,00;4.640,00;6.450,00;8.750,00;9.425,00;24.675,00;1.600,00;1.185,00;2.260,00;1.125,00;2.360,00;6.350,00;2.070,00;3.520,00;950,00;2.910,00;23.250,00;3.530,00
14/11/2023;903,91;2.480,00;1.620,00;5.675,00;8.925,00;4.880,00;5.075,00;1.205,00;5.825,00;5.475,00;2.160,00;10.450,00;4.780,00;6.375,00;8.625,00;9.425,00;25.000,00;1.605,00;1.205,00;2.350,00;1.130,00;2.390,00;6.225,00;2.060,00;3.500,00;930,00;2.990,00;23.250,00;3.480,00
15/11/2023;920,12;2.510,00;1.640,00;5.750,00;9.050,00;4.980,00;5.250,00;1.245,00;5.925,00;5.450,00;2.150,00;10.575,00;4.550,00;6.425,00;8.475,00;9.425,00;25.400,00;1.610,00;1.190,00;2.460,00;1.130,00;2.400,00;6.275,00;2.040,00;3.550,00;960,00;2.920,00;23.400,00;3.430,00
16/11/2023;920,41;2.530,00;1.650,00;5.825,00;9.075,00;4.950,00;5.250,00;1.245,00;5.925,00;5.400,00;2.100,00;10.575,00;4.700,00;6.450,00;8.675,00;9.400,00;25.425,00;1.615,00;1.160,00;2.420,00;1.135,00;2.380,00;6.275,00;2.050,00;3.540,00;960,00;2.920,00;23.450,00;3.460,00
17/11/2023;917,41;2.540,00;1.635,00;5.700,00;9.075,00;4.980,00;5.225,00;1.290,00;5.900,00;5.500,00;2.080,00;10.475,00;4.590,00;6.425,00;8.500,00;9.450,00;25.475,00;1.620,00;1.120,00;2.360,00;1.125,00;2.400,00;6.625,00;2.060,00;3.550,00;980,00;2.950,00;22.875,00;3.470,00
20/11/2023;918,68;2.550,00;1.610,00;5.800,00;8.875,00;4.980,00;5.250,00;1.285,00;5.875,00;5.400,00;2.090,00;10.525,00;4.650,00;6.400,00;8.500,00;9.550,00;25.600,00;1.625,00;1.140,00;2.350,00;1.145,00;2.420,00;6.700,00;2.030,00;3.590,00;980,00;2.890,00;22.950,00;3.460,00
21/11/2023;915,72;2.610,00;1.620,00;5.775,00;8.775,00;5.075,00;5.200,00;1.260,00;5.875,00;5.400,00;2.070,00;10.500,00;4.650,00;6.425,00;8.650,00;9.350,00;25.600,00;1.605,00;1.140,00;2.400,00;1.140,00;2.430,00;6.625,00;2.060,00;3.620,00;990,00;2.890,00;22.775,00;3.480,00
22/11/2023;912,59;2.590,00;1.605,00;5.675,00;8.875,00;5.075,00;5.275,00;1.260,00;5.875,00;5.450,00;2.070,00;10.500,00;4.550,00;6.350,00;8.550,00;9.250,00;25.525,00;1.645,00;1.120,00;2.100,00;1.135,00;2.420,00;6.450,00;2.030,00;3.610,00;980,00;2.890,00;22.325,00;3.500,00
23/11/2023;923,50;2.550,00;1.600,00;5.700,00;8.925,00;5.150,00;5.350,00;1.270,00;5.900,00;5.425,00;2.090,00;10.550,00;4.590,00;6.350,00;8.450,00;9.250,00;25.475,00;1.640,00;1.125,00;2.250,00;1.145,00;2.430,00;6.450,00;2.030,00;3.600,00;970,00;2.900,00;22.525,00;3.540,00
24/11/2023;924,87;2.540,00;1.605,00;5.725,00;8.925,00;5.200,00;5.400,00;1.265,00;5.875,00;5.275,00;2.080,00;10.425,00;4.590,00;6.425,00;8.450,00;9.275,00;25.400,00;1.595,00;1.125,00;2.270,00;1.140,00;2.460,00;6.425,00;2.030,00;3.620,00;975,00;2.870,00;22.625,00;3.530,00
27/11/2023;924,13;2.550,00;1.620,00;5.625,00;8.875,00;5.275,00;5.350,00;1.290,00;5.900,00;5.275,00;2.100,00;10.650,00;4.520,00;6.400,00;8.350,00;9.250,00;25.200,00;1.625,00;1.115,00;2.250,00;1.145,00;2.440,00;6.500,00;2.070,00;3.680,00;970,00;2.840,00;22.450,00;3.520,00
28/11/2023;925,39;2.580,00;1.655,00;5.550,00;8.875,00;5.175,00;5.350,00;1.295,00;5.900,00;5.275,00;2.150,00;10.650,00;4.380,00;6.375,00;8.450,00;9.275,00;24.975,00;1.605,00;1.145,00;2.390,00;1.130,00;2.440,00;6.400,00;2.090,00;3.770,00;990,00;2.890,00;22.500,00;3.600,00
29/11/2023;924,34;2.580,00;1.700,00;5.525,00;8.900,00;5.225,00;5.300,00;1.280,00;5.850,00;5.050,00;2.160,00;10.500,00;4.690,00;6.425,00;8.800,00;9.400,00;24.700,00;1.605,00;1.205,00;2.460,00;1.135,00;2.420,00;6.400,00;2.060,00;3.720,00;990,00;2.920,00;22.450,00;3.630,00
30/11/2023;930,04;2.620,00;1.740,00;5.400,00;8.975,00;5.275,00;5.275,00;1.295,00;5.850,00;5.200,00;2.120,00;11.550,00;4.500,00;6.425,00;8.775,00;10.200,00;24.550,00;1.615,00;1.155,00;2.530,00;1.115,00;2.420,00;6.500,00;2.050,00;3.760,00;1.000,00;2.950,00;21.900,00;3.650,00
01/12/2023;939,71;2.560,00;1.705,00;5.750,00;8.950,00;5.250,00;5.350,00;1.270,00;5.900,00;5.000,00;2.080,00;10.525,00;4.400,00;6.325,00;8.475,00;9.550,00;24.550,00;1.665,00;1.125,00;2.590,00;1.120,00;2.430,00;6.550,00;2.070,00;3.830,00;940,00;2.910,00;22.150,00;3.630,00
04/12/2023;940,14;2.560,00;1.750,00;5.750,00;8.925,00;5.300,00;5.500,00;1.290,00;6.000,00;5.025,00;2.070,00;10.500,00;4.410,00;6.350,00;8.425,00;9.350,00;24.575,00;1.640,00;1.055,00;2.640,00;1.125,00;2.460,00;6.450,00;2.070,00;3.810,00;965,00;2.910,00;22.425,00;3.630,00
05/12/2023;940,75;2.510,00;1.745,00;5.725,00;8.900,00;5.300,00;5.450,00;1.285,00;5.975,00;5.100,00;2.050,00;10.675,00;4.320,00;6.475,00;8.575,00;9.475,00;23.950,00;1.660,00;1.040,00;2.520,00;1.115,00;2.420,00;6.375,00;2.110,00;3.850,00;980,00;3.170,00;22.050,00;3.620,00
06/12/2023;936,80;2.530,00;1.700,00;5.725,00;8.800,00;5.225,00;5.425,00;1.265,00;5.800,00;5.050,00;2.140,00;10.650,00;4.450,00;6.500,00;8.400,00;9.500,00;23.850,00;1.700,00;1.030,00;2.500,00;1.125,00;2.410,00;6.425,00;2.070,00;3.920,00;950,00;3.480,00;21.625,00;3.510,00
07/12/2023;945,44;2.530,00;1.635,00;5.675,00;8.825,00;5.275,00;5.475,00;1.225,00;5.750,00;4.980,00;2.070,00;10.650,00;4.310,00;6.450,00;8.300,00;9.525,00;23.725,00;1.670,00;985,00;2.540,00;1.105,00;2.420,00;6.300,00;2.080,00;3.910,00;905,00;4.350,00;21.700,00;3.570,00
08/12/2023;950,37;2.560,00;1.685,00;5.675,00;8.750,00;5.075,00;5.375,00;1.220,00;5.700,00;5.025,00;2.040,00;10.975,00;4.360,00;6.400,00;8.150,00;9.375,00;24.000,00;1.645,00;1.050,00;2.470,00;1.105,00;2.410,00;6.300,00;2.070,00;3.940,00;905,00;4.700,00;22.300,00;3.510,00
11/12/2023;936,71;2.560,00;1.655,00;5.600,00;8.750,00;5.175,00;5.300,00;1.210,00;5.775,00;5.075,00;1.945,00;10.525,00;4.190,00;6.375,00;7.800,00;9.425,00;23.800,00;1.630,00;1.035,00;2.370,00;1.105,00;2.370,00;6.125,00;2.080,00;3.980,00;940,00;4.700,00;21.825,00;3.500,00
12/12/2023;941,52;2.550,00;1.625,00;5.575,00;8.700,00;5.275,00;5.325,00;1.205,00;5.800,00;5.000,00;1.930,00;10.625,00;4.220,00;6.425,00;8.075,00;9.400,00;24.000,00;1.610,00;1.080,00;2.340,00;1.090,00;2.350,00;6.175,00;2.100,00;3.910,00;965,00;4.760,00;21.850,00;3.430,00
13/12/2023;932,91;2.450,00;1.595,00;5.525,00;8.675,00;5.175,00;5.300,00;1.195,00;5.725,00;5.050,00;1.925,00;10.550,00;4.020,00;6.400,00;8.000,00;9.300,00;23.800,00;1.610,00;1.055,00;2.290,00;1.080,00;2.300,00;6.225,00;2.100,00;3.920,00;990,00;4.780,00;20.925,00;3.450,00
14/12/2023;955,64;2.490,00;1.640,00;5.625,00;9.050,00;5.350,00;5.550,00;1.225,00;5.950,00;5.125,00;1.945,00;10.575,00;4.170,00;6.400,00;7.850,00;9.300,00;24.075,00;1.600,00;1.125,00;2.330,00;1.090,00;2.310,00;6.175,00;2.080,00;3.940,00;1.000,00;4.650,00;21.450,00;3.400,00
15/12/2023;957,97;2.520,00;1.670,00;5.650,00;9.225,00;5.275,00;5.550,00;1.230,00;5.900,00;5.000,00;1.930,00;10.425,00;4.220,00;6.325,00;7.975,00;9.300,00;24.450,00;1.600,00;1.125,00;2.320,00;1.080,00;2.310,00;6.200,00;2.080,00;3.980,00;1.000,00;4.930,00;21.275,00;3.500,00
18/12/2023;949,14;2.510,00;1.665,00;5.600,00;9.200,00;5.200,00;5.500,00;1.220,00;5.925,00;4.970,00;1.895,00;10.600,00;4.210,00;6.275,00;8.025,00;9.300,00;24.200,00;1.615,00;1.100,00;2.290,00;1.065,00;2.330,00;6.125,00;2.060,00;3.970,00;955,00;5.075,00;21.800,00;3.410,00
19/12/2023;959,60;2.600,00;1.640,00;5.625,00;9.250,00;5.200,00;5.550,00;1.230,00;5.975,00;5.075,00;1.945,00;10.575,00;4.170,00;6.325,00;7.925,00;9.200,00;24.525,00;1.660,00;1.115,00;2.290,00;1.095,00;2.370,00;6.175,00;2.070,00;3.970,00;970,00;5.350,00;21.825,00;3.430,00
20/12/2023;962,98;2.580,00;1.635,00;5.625,00;9.300,00;5.200,00;5.550,00;1.220,00;5.925,00;5.025,00;1.975,00;10.575,00;4.240,00;6.275,00;8.400,00;9.150,00;24.800,00;1.615,00;1.140,00;2.570,00;1.105,00;2.360,00;6.225,00;2.090,00;3.960,00;980,00;5.675,00;21.800,00;3.460,00
21/12/2023;964,18;2.600,00;1.635,00;5.550,00;9.325,00;5.150,00;5.575,00;1.215,00;5.975,00;5.025,00;1.980,00;10.550,00;4.250,00;6.275,00;8.325,00;9.150,00;25.025,00;1.600,00;1.130,00;2.570,00;1.100,00;2.380,00;6.150,00;2.070,00;3.950,00;955,00;5.875,00;22.000,00;3.470,00
22/12/2023;967,36;2.590,00;1.665,00;5.550,00;9.325,00;5.250,00;5.675,00;1.205,00;5.975,00;5.000,00;2.010,00;10.525,00;4.270,00;6.275,00;8.350,00;9.275,00;25.350,00;1.585,00;1.130,00;2.720,00;1.100,00;2.400,00;6.275,00;2.080,00;3.960,00;965,00;5.875,00;22.025,00;3.470,00
27/12/2023;968,73;2.590,00;1.735,00;5.550,00;9.375,00;5.275,00;5.625,00;1.210,00;6.000,00;4.980,00;1.970,00;10.575,00;4.340,00;6.350,00;8.250,00;9.275,00;25.350,00;1.620,00;1.160,00;2.680,00;1.100,00;2.440,00;6.275,00;2.080,00;3.940,00;965,00;6.000,00;22.425,00;3.470,00
28/12/2023;977,07;2.580,00;1.715,00;5.600,00;9.400,00;5.350,00;5.725,00;1.245,00;6.125,00;5.025,00;1.970,00;10.650,00;4.370,00;6.450,00;8.375,00;9.400,00;25.500,00;1.620,00;1.150,00;2.690,00;1.130,00;2.460,00;6.275,00;2.070,00;3.960,00;970,00;6.000,00;22.700,00;3.540,00
29/12/2023;970,57;2.380,00;1.705,00;5.650,00;9.400,00;5.375,00;5.725,00;1.250,00;6.050,00;5.025,00;2.000,00;10.575,00;4.310,00;6.450,00;8.325,00;9.400,00;25.650,00;1.610,00;1.155,00;2.700,00;1.130,00;2.440,00;6.400,00;2.090,00;3.950,00;990,00;5.250,00;22.625,00;3.530,00
02/01/2024;979,43;2.490,00;1.735,00;5.700,00;9.425,00;5.375,00;5.675,00;1.265,00;6.125,00;5.025,00;2.000,00;10.650,00;4.420,00;6.450,00;8.350,00;9.425,00;26.375,00;1.620,00;1.165,00;2.690,00;1.140,00;2.530,00;6.475,00;2.130,00;3.990,00;1.010,00;5.700,00;23.475,00;3.550,00
03/01/2024;973,38;2.410,00;1.700,00;5.600,00;9.350,00;5.350,00;5.600,00;1.255,00;6.100,00;4.970,00;2.050,00;10.625,00;4.420,00;6.400,00;8.475,00;9.300,00;25.750,00;1.605,00;1.150,00;2.670,00;1.135,00;2.530,00;6.425,00;2.130,00;3.960,00;1.015,00;5.850,00;23.225,00;3.530,00
04/01/2024;988,64;2.460,00;1.685,00;5.700,00;9.475,00;5.600,00;5.700,00;1.295,00;6.350,00;4.960,00;2.090,00;11.050,00;4.390,00;6.450,00;8.425,00;9.325,00;26.600,00;1.590,00;1.180,00;2.710,00;1.145,00;2.650,00;6.475,00;2.120,00;3.970,00;1.020,00;5.900,00;23.275,00;3.520,00
05/01/2024;986,26;2.440,00;1.675,00;5.625,00;9.575,00;5.575,00;5.750,00;1.295,00;6.425,00;4.950,00;2.100,00;10.725,00;4.310,00;6.450,00;8.375,00;9.225,00;26.775,00;1.580,00;1.185,00;2.810,00;1.160,00;2.660,00;6.375,00;2.170,00;3.890,00;995,00;5.725,00;23.250,00;3.520,00
08/01/2024;976,44;2.440,00;1.650,00;5.575,00;9.575,00;5.575,00;5.625,00;1.285,00;6.400,00;4.920,00;2.110,00;10.750,00;4.280,00;6.400,00;8.125,00;9.225,00;27.100,00;1.590,00;1.220,00;2.710,00;1.135,00;2.630,00;6.250,00;2.180,00;3.890,00;975,00;5.275,00;23.025,00;3.480,00
09/01/2024;970,08;2.430,00;1.645,00;5.575,00;9.625,00;5.650,00;5.700,00;1.330,00;6.375,00;4.820,00;2.110,00;11.025,00;4.150,00;6.375,00;8.000,00;9.150,00;26.975,00;1.590,00;1.175,00;2.510,00;1.130,00;2.630,00;6.300,00;2.160,00;3.960,00;980,00;4.220,00;23.100,00;3.430,00
10/01/2024;969,14;2.460,00;1.655,00;5.525,00;9.550,00;5.600,00;5.700,00;1.335,00;6.425,00;4.770,00;2.150,00;11.350,00;4.160,00;6.350,00;8.000,00;9.150,00;26.975,00;1.580,00;1.175,00;2.470,00;1.135,00;2.650,00;6.325,00;2.130,00;4.000,00;955,00;4.000,00;23.300,00;3.410,00
11/01/2024;969,94;2.450,00;1.635,00;5.550,00;9.575,00;5.600,00;5.750,00;1.360,00;6.450,00;4.660,00;2.280,00;11.125,00;4.100,00;6.350,00;8.050,00;9.300,00;26.800,00;1.595,00;1.220,00;2.430,00;1.135,00;2.620,00;6.250,00;2.110,00;3.990,00;975,00;3.710,00;23.300,00;3.410,00
12/01/2024;977,82;2.480,00;1.625,00;5.600,00;9.700,00;5.600,00;5.850,00;1.350,00;6.575,00;4.680,00;2.200,00;11.175,00;4.180,00;6.375,00;8.100,00;9.275,00;26.950,00;1.595,00;1.270,00;2.460,00;1.140,00;2.640,00;6.275,00;2.080,00;4.010,00;980,00;3.560,00;23.900,00;3.470,00
15/01/2024;974,06;2.510,00;1.605,00;5.525,00;9.725,00;5.625,00;5.825,00;1.355,00;6.500,00;4.730,00;2.280,00;11.125,00;4.150,00;6.450,00;8.175,00;9.150,00;27.450,00;1.590,00;1.250,00;2.430,00;1.155,00;2.710,00;6.275,00;2.030,00;4.000,00;985,00;3.230,00;24.725,00;3.430,00
16/01/2024;975,39;2.500,00;1.605,00;5.500,00;9.700,00;5.600,00;5.825,00;1.325,00;6.525,00;4.730,00;2.270,00;11.075,00;4.150,00;6.450,00;8.100,00;9.275,00;27.400,00;1.585,00;1.255,00;2.410,00;1.165,00;2.700,00;6.175,00;1.940,00;4.010,00;955,00;3.560,00;24.600,00;3.410,00
