"                   Perusahaan
Tanggal";LQ45;ADROJK;ANTM;ASII;BBCA;BBNI;BBRI;BBTN;BMRI;CPINJK;EXCLJK;ICBPJK;INCOJK;INDFJK;INKPJK;INTPJK;ITMGJK;KLBFJK;MEDCJK;MDKAJK;PGASJK;PTBAJK;SMGRJK;TBIGJK;TLKMJK;TOWRJK;TPIAJK;UNTRJK;UNVRJK
01/11/2021;944,49;1.685,00;2.330,00;6.025,00;7.400,00;3.425,00;4.230,00;1.590,24;3.587,50;6.200,00;3.000,00;8.800,00;4.800,00;6.275,00;8.325,00;11.950,00;22.250,00;1.590,00;560,00;3.024,36;1.480,00;2.670,00;9.199,41;2.820,00;3.700,00;1.145,00;1.900,00;23.600,00;4.420,00
02/11/2021;933,55;1.645,00;2.310,00;5.900,00;7.300,00;3.400,00;4.210,00;1.528,05;3.512,50;6.125,00;2.950,00;8.850,00;4.760,00;6.275,00;8.125,00;11.850,00;21.525,00;1.620,00;555,00;3.024,36;1.455,00;2.600,00;8.950,10;2.800,00;3.660,00;1.145,00;1.875,00;23.000,00;4.470,00
03/11/2021;945,13;1.675,00;2.320,00;5.975,00;7.350,00;3.512,50;4.290,00;1.568,03;3.562,50;6.175,00;3.010,00;8.775,00;4.770,00;6.250,00;8.325,00;12.100,00;22.300,00;1.635,00;555,00;3.053,63;1.475,00;2.640,00;9.448,71;2.800,00;3.720,00;1.155,00;1.856,25;22.325,00;4.450,00
04/11/2021;948,17;1.675,00;2.380,00;5.975,00;7.375,00;3.500,00;4.250,00;1.568,03;3.587,50;6.175,00;2.970,00;8.800,00;4.790,00;6.275,00;8.325,00;12.750,00;22.400,00;1.630,00;565,00;3.034,12;1.530,00;2.680,00;9.872,53;2.750,00;3.770,00;1.150,00;1.831,25;22.400,00;4.450,00
05/11/2021;947,97;1.645,00;2.360,00;5.925,00;7.450,00;3.475,00;4.240,00;1.563,59;3.550,00;6.225,00;2.990,00;8.800,00;4.810,00;6.250,00;8.475,00;12.700,00;22.325,00;1.630,00;550,00;3.014,61;1.500,00;2.650,00;9.872,53;2.780,00;3.770,00;1.200,00;1.793,75;22.400,00;4.430,00
08/11/2021;950,57;1.695,00;2.370,00;5.925,00;7.575,00;3.525,00;4.230,00;1.594,68;3.500,00;6.175,00;2.990,00;8.900,00;4.850,00;6.275,00;8.600,00;12.375,00;22.625,00;1.620,00;560,00;3.053,63;1.500,00;2.680,00;9.548,43;2.800,00;3.750,00;1.195,00;1.800,00;23.150,00;4.460,00
09/11/2021;952,63;1.705,00;2.340,00;5.850,00;7.675,00;3.525,00;4.250,00;1.572,47;3.437,50;6.150,00;3.040,00;8.925,00;4.840,00;6.350,00;8.650,00;12.675,00;22.675,00;1.620,00;555,00;3.170,70;1.515,00;2.680,00;9.623,23;2.790,00;3.710,00;1.190,00;1.837,50;23.050,00;4.430,00
10/11/2021;958,40;1.690,00;2.340,00;6.175,00;7.650,00;3.537,50;4.250,00;1.576,92;3.575,00;6.100,00;3.030,00;8.900,00;4.840,00;6.275,00;8.625,00;12.550,00;22.275,00;1.625,00;565,00;3.199,97;1.515,00;2.680,00;9.548,43;2.900,00;3.700,00;1.180,00;1.818,75;22.550,00;4.370,00
11/11/2021;957,73;1.685,00;2.370,00;6.175,00;7.675,00;3.512,50;4.250,00;1.590,24;3.612,50;6.100,00;3.000,00;8.850,00;4.830,00;6.325,00;8.650,00;12.375,00;21.575,00;1.590,00;565,00;3.199,97;1.505,00;2.680,00;9.398,85;2.840,00;3.650,00;1.170,00;1.843,75;22.375,00;4.660,00
12/11/2021;951,44;1.685,00;2.400,00;6.150,00;7.525,00;3.450,00;4.220,00;1.590,24;3.550,00;6.050,00;3.000,00;8.950,00;4.890,00;6.350,00;8.525,00;12.450,00;20.775,00;1.610,00;555,00;3.346,31;1.495,00;2.660,00;9.398,85;2.860,00;3.600,00;1.175,00;1.818,75;22.800,00;4.600,00
15/11/2021;942,20;1.610,00;2.390,00;6.125,00;7.500,00;3.400,00;4.160,00;1.554,71;3.525,00;5.825,00;2.940,00;8.925,00;4.860,00;6.300,00;8.625,00;12.100,00;19.325,00;1.595,00;545,00;3.317,04;1.485,00;2.510,00;9.174,47;2.840,00;3.600,00;1.150,00;1.781,25;22.275,00;4.510,00
16/11/2021;948,12;1.615,00;2.380,00;6.175,00;7.475,00;3.437,50;4.130,00;1.554,71;3.612,50;6.025,00;2.920,00;8.825,00;4.820,00;6.300,00;8.575,00;12.200,00;19.100,00;1.620,00;560,00;3.414,60;1.500,00;2.510,00;9.149,54;2.900,00;3.670,00;1.180,00;1.768,75;22.425,00;4.570,00
17/11/2021;953,40;1.640,00;2.350,00;6.250,00;7.575,00;3.500,00;4.200,00;1.568,03;3.612,50;6.000,00;2.930,00;8.850,00;4.770,00;6.300,00;8.700,00;11.875,00;19.950,00;1.615,00;550,00;3.395,09;1.495,00;2.550,00;9.024,89;2.880,00;3.630,00;1.190,00;1.762,50;22.975,00;4.500,00
18/11/2021;945,94;1.625,00;2.330,00;6.200,00;7.400,00;3.462,50;4.180,00;1.576,92;3.587,50;5.850,00;2.860,00;9.075,00;4.720,00;6.550,00;8.525,00;11.825,00;19.500,00;1.615,00;520,00;3.365,82;1.500,00;2.540,00;8.950,10;2.890,00;3.630,00;1.175,00;1.768,75;22.775,00;4.480,00
19/11/2021;963,64;1.645,00;2.390,00;6.225,00;7.425,00;3.512,50;4.280,00;1.594,68;3.625,00;5.950,00;2.980,00;9.025,00;4.840,00;6.550,00;8.675,00;11.625,00;20.175,00;1.595,00;535,00;3.619,48;1.530,00;2.620,00;8.925,17;2.920,00;3.900,00;1.180,00;1.793,75;22.675,00;4.660,00
22/11/2021;963,64;1.640,00;2.370,00;6.200,00;7.475,00;3.587,50;4.280,00;1.652,43;3.675,00;5.925,00;2.960,00;9.075,00;4.870,00;6.625,00;8.600,00;11.650,00;20.000,00;1.600,00;520,00;3.658,50;1.520,00;2.600,00;8.900,24;2.850,00;3.800,00;1.205,00;1.793,75;23.000,00;4.840,00
23/11/2021;958,39;1.705,00;2.400,00;6.250,00;7.475,00;3.500,00;4.210,00;1.612,45;3.575,00;5.900,00;2.940,00;8.950,00;4.880,00;6.600,00;8.600,00;11.375,00;21.050,00;1.610,00;530,00;3.531,68;1.545,00;2.640,00;8.526,28;2.990,00;3.800,00;1.195,00;1.793,75;22.650,00;4.880,00
24/11/2021;958,84;1.695,00;2.440,00;6.225,00;7.475,00;3.537,50;4.210,00;1.612,45;3.575,00;6.000,00;2.970,00;9.000,00;4.870,00;6.550,00;8.425,00;11.350,00;21.075,00;1.610,00;530,00;3.531,68;1.610,00;2.660,00;8.551,21;3.060,00;3.800,00;1.190,00;1.793,75;22.450,00;4.840,00
25/11/2021;965,14;1.745,00;2.440,00;6.225,00;7.425,00;3.587,50;4.220,00;1.616,89;3.675,00;5.925,00;3.010,00;8.950,00;4.930,00;6.475,00;8.300,00;11.050,00;21.550,00;1.620,00;520,00;3.560,94;1.630,00;2.700,00;8.501,35;3.030,00;4.000,00;1.190,00;1.787,50;22.850,00;4.820,00
26/11/2021;941,11;1.655,00;2.340,00;5.900,00;7.275,00;3.437,50;4.160,00;1.590,24;3.550,00;5.825,00;2.950,00;8.875,00;4.770,00;6.350,00;7.975,00;10.600,00;20.425,00;1.590,00;496,00;3.463,38;1.560,00;2.600,00;8.252,04;2.970,00;4.010,00;1.165,00;1.750,00;21.800,00;4.710,00
29/11/2021;950,67;1.690,00;2.330,00;5.975,00;7.400,00;3.475,00;4.170,00;1.554,71;3.587,50;5.700,00;3.000,00;8.875,00;4.750,00;6.500,00;7.800,00;10.525,00;20.875,00;1.605,00;488,00;3.648,75;1.540,00;2.660,00;8.177,25;3.080,00;4.140,00;1.190,00;1.775,00;21.825,00;4.630,00
30/11/2021;930,98;1.700,00;2.300,00;5.775,00;7.275,00;3.400,00;4.090,00;1.519,17;3.500,00;6.075,00;3.070,00;8.450,00;4.790,00;6.300,00;7.550,00;10.575,00;21.550,00;1.600,00;478,00;3.570,70;1.500,00;2.600,00;7.977,80;3.020,00;3.990,00;1.160,00;1.768,75;21.350,00;4.480,00
01/12/2021;931,55;1.755,00;2.270,00;5.650,00;7.300,00;3.325,00;4.080,00;1.496,96;3.537,50;5.925,00;3.070,00;8.925,00;4.690,00;6.525,00;7.675,00;10.800,00;20.900,00;1.590,00;476,00;3.619,48;1.450,00;2.600,00;8.077,53;2.970,00;4.080,00;1.180,00;1.731,25;22.025,00;4.310,00
02/12/2021;949,49;1.810,00;2.340,00;5.850,00;7.500,00;3.412,50;4.200,00;1.519,17;3.600,00;6.100,00;3.150,00;8.850,00;4.790,00;6.475,00;7.750,00;10.750,00;21.875,00;1.615,00;476,00;3.599,97;1.500,00;2.740,00;8.052,60;2.990,00;4.160,00;1.175,00;1.712,50;23.225,00;4.290,00
03/12/2021;938,93;1.815,00;2.340,00;5.750,00;7.375,00;3.362,50;4.170,00;1.541,38;3.575,00;5.975,00;3.140,00;8.700,00;4.760,00;6.450,00;7.775,00;11.075,00;21.550,00;1.610,00;488,00;3.560,94;1.490,00;2.710,00;7.878,08;2.970,00;4.070,00;1.160,00;1.743,75;22.700,00;4.220,00
06/12/2021;938,93;1.910,00;2.320,00;5.650,00;7.350,00;3.425,00;4.110,00;1.554,71;3.587,50;5.925,00;3.120,00;8.750,00;4.750,00;6.425,00;7.675,00;12.100,00;21.500,00;1.580,00;486,00;3.570,70;1.480,00;2.750,00;8.102,46;3.000,00;4.170,00;1.160,00;1.712,50;22.450,00;4.200,00
07/12/2021;950,17;1.905,00;2.340,00;5.925,00;7.350,00;3.525,00;4.230,00;1.554,71;3.650,00;5.825,00;3.120,00;8.750,00;4.780,00;6.350,00;7.925,00;12.150,00;21.000,00;1.615,00;498,00;3.687,77;1.500,00;2.750,00;8.052,60;3.050,00;4.150,00;1.135,00;1.725,00;23.000,00;4.270,00
08/12/2021;945,59;1.925,00;2.330,00;5.800,00;7.425,00;3.425,00;4.210,00;1.554,71;3.575,00;5.800,00;3.120,00;8.775,00;4.740,00;6.375,00;7.800,00;12.275,00;20.825,00;1.595,00;500,00;3.746,31;1.490,00;2.720,00;8.002,73;3.080,00;4.090,00;1.130,00;1.743,75;22.350,00;4.270,00
09/12/2021;952,51;1.935,00;2.330,00;6.000,00;7.350,00;3.412,50;4.190,00;1.554,71;3.675,00;5.925,00;3.110,00;8.950,00;4.800,00;6.550,00;7.750,00;12.000,00;20.750,00;1.610,00;510,00;3.775,58;1.500,00;2.720,00;8.002,73;3.180,00;4.150,00;1.135,00;1.750,00;22.325,00;4.370,00
10/12/2021;948,61;1.920,00;2.320,00;5.925,00;7.375,00;3.387,50;4.130,00;1.554,71;3.600,00;6.050,00;3.120,00;8.850,00;4.770,00;6.625,00;8.000,00;12.000,00;20.100,00;1.610,00;500,00;3.609,72;1.495,00;2.740,00;7.853,15;3.200,00;4.150,00;1.145,00;1.768,75;23.000,00;4.430,00
13/12/2021;943,71;1.920,00;2.320,00;5.900,00;7.300,00;3.425,00;4.160,00;1.568,03;3.562,50;5.900,00;3.170,00;8.750,00;4.710,00;6.550,00;7.900,00;11.900,00;20.225,00;1.605,00;500,00;3.648,75;1.485,00;2.710,00;7.878,08;3.140,00;4.080,00;1.145,00;1.837,50;22.025,00;4.380,00
14/12/2021;940,35;1.920,00;2.290,00;5.875,00;7.300,00;3.437,50;4.130,00;1.554,71;3.587,50;5.900,00;3.190,00;8.700,00;4.710,00;6.450,00;7.925,00;11.925,00;20.325,00;1.610,00;494,00;3.521,92;1.480,00;2.730,00;7.728,50;3.100,00;4.100,00;1.125,00;1.850,00;22.000,00;4.290,00
15/12/2021;944,49;2.020,00;2.280,00;6.000,00;7.300,00;3.437,50;4.200,00;1.563,59;3.637,50;5.975,00;3.130,00;8.800,00;4.650,00;6.500,00;7.750,00;12.050,00;20.325,00;1.615,00;488,00;3.541,43;1.485,00;2.700,00;7.678,64;3.090,00;4.080,00;1.130,00;1.831,25;21.700,00;4.270,00
16/12/2021;937,11;2.040,00;2.290,00;5.800,00;7.275,00;3.375,00;4.140,00;1.532,50;3.625,00;5.950,00;3.170,00;8.750,00;4.610,00;6.425,00;7.650,00;11.700,00;20.000,00;1.625,00;484,00;3.609,72;1.475,00;2.680,00;7.553,98;3.130,00;4.100,00;1.120,00;1.800,00;21.825,00;4.210,00
17/12/2021;939,41;2.050,00;2.250,00;5.800,00;7.500,00;3.375,00;4.110,00;1.532,50;3.575,00;5.875,00;3.230,00;8.800,00;4.660,00;6.475,00;7.900,00;11.400,00;20.675,00;1.610,00;478,00;3.609,72;1.480,00;2.730,00;7.404,40;3.090,00;4.100,00;1.115,00;1.850,00;21.725,00;4.150,00
20/12/2021;932,17;2.050,00;2.220,00;5.675,00;7.375,00;3.362,50;4.120,00;1.528,05;3.537,50;5.875,00;3.180,00;8.825,00;4.620,00;6.375,00;7.650,00;11.425,00;20.025,00;1.615,00;472,00;3.697,53;1.415,00;2.650,00;7.304,68;3.090,00;4.080,00;1.140,00;1.787,50;21.300,00;4.140,00
21/12/2021;934,96;2.120,00;2.260,00;5.650,00;7.375,00;3.350,00;4.080,00;1.528,05;3.575,00;5.900,00;3.170,00;8.750,00;4.620,00;6.375,00;7.650,00;11.650,00;20.400,00;1.605,00;478,00;3.678,02;1.410,00;2.690,00;7.404,40;3.040,00;4.160,00;1.140,00;1.787,50;22.025,00;4.080,00
22/12/2021;926,94;2.150,00;2.250,00;5.625,00;7.325,00;3.312,50;4.050,00;1.528,05;3.525,00;5.750,00;3.140,00;8.675,00;4.510,00;6.300,00;7.550,00;11.600,00;20.150,00;1.570,00;486,00;3.775,58;1.380,00;2.700,00;7.229,88;3.100,00;4.110,00;1.115,00;1.775,00;21.800,00;4.060,00
23/12/2021;932,44;2.150,00;2.240,00;5.725,00;7.300,00;3.325,00;4.100,00;1.532,50;3.537,50;5.850,00;3.090,00;8.775,00;4.530,00;6.375,00;7.400,00;11.675,00;20.050,00;1.590,00;484,00;3.795,09;1.370,00;2.700,00;7.279,75;3.100,00;4.160,00;1.125,00;1.793,75;22.225,00;4.080,00
24/12/2021;930,96;2.220,00;2.280,00;5.675,00;7.300,00;3.362,50;4.070,00;1.519,17;3.525,00;5.850,00;3.080,00;8.725,00;4.690,00;6.400,00;7.575,00;11.625,00;20.100,00;1.575,00;484,00;3.765,82;1.360,00;2.710,00;7.254,82;3.000,00;4.110,00;1.150,00;1.800,00;22.150,00;4.200,00
27/12/2021;933,49;2.180,00;2.300,00;5.675,00;7.350,00;3.375,00;4.060,00;1.519,17;3.500,00;5.900,00;3.090,00;8.650,00;4.690,00;6.375,00;8.200,00;11.825,00;20.150,00;1.610,00;482,00;3.873,14;1.405,00;2.700,00;7.379,47;3.000,00;4.080,00;1.160,00;1.812,50;22.025,00;4.210,00
28/12/2021;937,08;2.300,00;2.260,00;5.725,00;7.350,00;3.350,00;4.090,00;1.559,15;3.525,00;6.000,00;3.070,00;8.700,00;4.710,00;6.325,00;8.025,00;11.600,00;21.375,00;1.605,00;482,00;3.863,38;1.405,00;2.800,00;7.329,61;3.000,00;4.090,00;1.140,00;1.812,50;22.950,00;4.180,00
29/12/2021;936,22;2.310,00;2.270,00;5.750,00;7.300,00;3.362,50;4.080,00;1.554,71;3.550,00;5.975,00;3.130,00;8.675,00;4.650,00;6.400,00;8.075,00;11.625,00;21.125,00;1.615,00;476,00;3.843,87;1.395,00;2.790,00;7.204,95;2.980,00;4.080,00;1.145,00;1.806,25;22.800,00;4.120,00
30/12/2021;931,41;2.250,00;2.250,00;5.700,00;7.300,00;3.375,00;4.110,00;1.536,94;3.512,50;5.950,00;3.170,00;8.700,00;4.680,00;6.325,00;7.825,00;12.100,00;20.400,00;1.615,00;466,00;3.795,09;1.375,00;2.710,00;7.229,88;2.950,00;4.040,00;1.125,00;1.831,25;22.150,00;4.110,00
03/01/2022;943,32;2.370,00;2.340,00;5.725,00;7.325,00;3.362,50;4.180,00;1.599,13;3.525,00;5.950,00;3.160,00;8.625,00;4.760,00;6.250,00;8.100,00;11.700,00;19.625,00;1.620,00;462,00;4.038,99;1.400,00;2.670,00;7.254,82;3.050,00;4.180,00;1.135,00;1.812,50;21.825,00;4.230,00
04/01/2022;947,88;2.300,00;2.300,00;5.775,00;7.400,00;3.512,50;4.160,00;1.590,24;3.587,50;6.000,00;3.140,00;8.775,00;4.650,00;6.275,00;8.075,00;11.475,00;19.925,00;1.620,00;470,00;3.931,67;1.400,00;2.700,00;7.354,54;3.010,00;4.170,00;1.130,00;1.806,25;21.925,00;4.250,00
05/01/2022;939,30;2.240,00;2.270,00;5.575,00;7.450,00;3.475,00;4.210,00;1.536,94;3.512,50;6.025,00;3.090,00;8.825,00;4.610,00;6.225,00;8.125,00;11.300,00;20.050,00;1.625,00;484,00;3.853,62;1.365,00;2.730,00;7.204,95;2.930,00;4.050,00;1.125,00;1.818,75;21.950,00;4.210,00
06/01/2022;940,50;2.300,00;2.230,00;5.675,00;7.475,00;3.475,00;4.160,00;1.510,29;3.512,50;6.100,00;2.970,00;8.850,00;4.560,00;6.300,00;8.300,00;11.150,00;19.625,00;1.620,00;488,00;3.863,38;1.350,00;2.700,00;7.155,09;2.830,00;4.120,00;1.120,00;1.800,00;21.725,00;4.230,00
07/01/2022;949,86;2.430,00;2.230,00;5.700,00;7.650,00;3.537,50;4.190,00;1.528,05;3.525,00;6.150,00;3.020,00;8.875,00;4.510,00;6.425,00;8.500,00;10.950,00;20.025,00;1.655,00;492,00;3.843,87;1.355,00;2.790,00;7.130,16;2.830,00;4.170,00;1.070,00;1.812,50;22.175,00;4.220,00
10/01/2022;944,18;2.400,00;2.220,00;5.650,00;7.600,00;3.525,00;4.180,00;1.519,17;3.525,00;6.075,00;3.000,00;8.850,00;4.510,00;6.400,00;8.500,00;10.925,00;20.050,00;1.695,00;482,00;3.834,11;1.310,00;2.780,00;7.080,30;2.820,00;4.100,00;1.060,00;1.837,50;21.800,00;4.250,00
11/01/2022;940,32;2.340,00;2.080,00;5.700,00;7.700,00;3.512,50;4.150,00;1.510,29;3.525,00;6.075,00;2.930,00;8.700,00;4.250,00;6.525,00;8.275,00;10.925,00;20.175,00;1.675,00;474,00;3.804,84;1.295,00;2.830,00;6.930,72;2.780,00;4.090,00;1.050,00;1.818,75;21.750,00;4.180,00
12/01/2022;943,93;2.310,00;1.935,00;5.725,00;7.700,00;3.525,00;4.160,00;1.514,73;3.575,00;6.150,00;2.950,00;8.750,00;4.380,00;6.600,00;8.425,00;11.000,00;20.175,00;1.700,00;478,00;3.804,84;1.300,00;2.760,00;6.955,65;2.810,00;4.110,00;1.050,00;1.881,25;22.100,00;4.330,00
13/01/2022;950,59;2.280,00;1.965,00;5.775,00;7.700,00;3.512,50;4.190,00;1.510,29;3.562,50;6.150,00;3.020,00;8.775,00;4.760,00;6.600,00;8.475,00;11.075,00;20.600,00;1.700,00;478,00;3.931,67;1.340,00;2.810,00;7.055,37;2.940,00;4.180,00;1.060,00;1.887,50;22.675,00;4.270,00
14/01/2022;952,95;2.270,00;1.950,00;5.725,00;7.850,00;3.550,00;4.180,00;1.528,05;3.587,50;6.175,00;3.090,00;8.750,00;4.770,00;6.500,00;8.425,00;11.075,00;20.700,00;1.695,00;472,00;3.941,43;1.340,00;2.830,00;6.980,58;2.910,00;4.190,00;1.045,00;1.875,00;23.525,00;4.220,00
17/01/2022;948,02;2.260,00;1.855,00;5.675,00;7.750,00;3.600,00;4.210,00;1.510,29;3.600,00;6.150,00;3.050,00;8.775,00;4.660,00;6.475,00;8.325,00;10.875,00;21.125,00;1.705,00;472,00;3.921,92;1.300,00;2.810,00;6.806,06;2.920,00;4.180,00;1.050,00;1.875,00;23.500,00;4.150,00
18/01/2022;944,82;2.220,00;1.780,00;5.650,00;7.675,00;3.537,50;4.190,00;1.510,29;3.625,00;6.200,00;2.990,00;8.775,00;4.720,00;6.425,00;7.975,00;10.875,00;20.825,00;1.715,00;480,00;3.843,87;1.280,00;2.820,00;6.706,34;2.950,00;4.250,00;1.045,00;1.918,75;23.650,00;4.110,00
19/01/2022;938,61;2.230,00;1.725,00;5.600,00;7.675,00;3.550,00;4.130,00;1.492,52;3.512,50;6.400,00;3.050,00;8.750,00;4.890,00;6.425,00;7.500,00;10.675,00;20.950,00;1.700,00;500,00;3.746,31;1.275,00;2.810,00;6.656,48;2.960,00;4.250,00;1.030,00;1.925,00;23.250,00;4.100,00
20/01/2022;943,34;2.310,00;1.935,00;5.525,00;7.775,00;3.575,00;4.130,00;1.492,52;3.587,50;6.400,00;3.060,00;8.525,00;5.000,00;6.350,00;7.575,00;10.750,00;20.825,00;1.700,00;520,00;3.775,58;1.305,00;2.820,00;6.606,62;3.000,00;4.220,00;1.035,00;1.968,75;22.850,00;4.100,00
21/01/2022;959,76;2.310,00;1.945,00;5.600,00;7.950,00;3.587,50;4.170,00;1.483,63;3.650,00;6.525,00;3.050,00;8.675,00;5.025,00;6.475,00;7.900,00;10.775,00;20.800,00;1.705,00;520,00;3.863,38;1.340,00;2.830,00;6.905,79;3.050,00;4.330,00;1.075,00;2.012,50;23.500,00;4.150,00
24/01/2022;949,49;2.270,00;1.885,00;5.525,00;7.800,00;3.550,00;4.120,00;1.474,75;3.637,50;6.525,00;2.990,00;8.600,00;4.990,00;6.400,00;7.700,00;11.125,00;21.500,00;1.700,00;500,00;3.814,60;1.305,00;2.870,00;6.955,65;2.980,00;4.300,00;1.070,00;2.025,00;23.400,00;4.080,00
25/01/2022;939,34;2.210,00;1.760,00;5.450,00;7.775,00;3.400,00;4.070,00;1.390,35;3.612,50;6.500,00;2.940,00;8.750,00;4.850,00;6.350,00;7.650,00;10.950,00;21.225,00;1.700,00;482,00;3.746,31;1.295,00;2.810,00;6.781,13;2.940,00;4.290,00;1.045,00;2.037,50;23.150,00;4.060,00
26/01/2022;946,86;2.210,00;1.805,00;5.450,00;7.700,00;3.562,50;4.090,00;1.417,00;3.737,50;6.500,00;3.080,00;8.750,00;4.830,00;6.450,00;7.625,00;11.050,00;21.400,00;1.700,00;510,00;3.648,75;1.355,00;2.870,00;6.855,93;2.940,00;4.390,00;1.040,00;2.075,00;22.775,00;4.130,00
27/01/2022;947,02;2.310,00;1.765,00;5.475,00;7.800,00;3.600,00;4.140,00;1.381,47;3.775,00;6.425,00;3.160,00;8.700,00;4.740,00;6.425,00;7.525,00;10.900,00;22.150,00;1.690,00;510,00;3.619,48;1.330,00;2.900,00;6.731,27;2.880,00;4.270,00;1.025,00;2.100,00;23.250,00;4.060,00
28/01/2022;949,77;2.280,00;1.770,00;5.475,00;7.775,00;3.750,00;4.140,00;1.541,38;3.825,00;6.475,00;3.290,00;8.675,00;4.700,00;6.375,00;7.500,00;10.950,00;22.550,00;1.670,00;545,00;3.541,43;1.370,00;2.880,00;6.806,06;2.890,00;4.260,00;1.030,00;2.143,75;23.250,00;4.050,00
31/01/2022;939,63;2.240,00;1.770,00;5.475,00;7.625,00;3.662,50;4.070,00;1.501,40;3.737,50;6.300,00;3.320,00;8.725,00;4.710,00;6.325,00;7.600,00;10.950,00;21.650,00;1.640,00;555,00;3.551,19;1.380,00;2.850,00;6.706,34;2.880,00;4.190,00;1.025,00;2.206,25;23.125,00;4.030,00
02/02/2022;947,89;2.210,00;1.780,00;5.500,00;7.800,00;3.687,50;4.070,00;1.483,63;3.737,50;6.125,00;3.310,00;8.675,00;4.730,00;6.400,00;7.700,00;11.000,00;21.325,00;1.690,00;530,00;3.638,99;1.360,00;2.810,00;6.855,93;2.850,00;4.170,00;1.015,00;2.275,00;22.925,00;4.050,00
03/02/2022;945,94;2.220,00;1.840,00;5.500,00;7.725,00;3.650,00;4.130,00;1.474,75;3.737,50;5.975,00;3.270,00;8.500,00;4.700,00;6.425,00;7.525,00;10.900,00;20.925,00;1.660,00;565,00;3.541,43;1.380,00;2.820,00;6.880,86;2.830,00;4.200,00;1.005,00;2.325,00;22.825,00;4.010,00
04/02/2022;951,67;2.180,00;1.810,00;5.500,00;7.725,00;3.662,50;4.210,00;1.514,73;3.737,50;5.975,00;3.190,00;8.625,00;4.730,00;6.425,00;7.525,00;10.875,00;20.800,00;1.690,00;560,00;3.531,68;1.370,00;2.790,00;7.005,51;2.830,00;4.230,00;1.040,00;2.406,25;22.500,00;4.020,00
07/02/2022;964,61;2.200,00;1.810,00;5.475,00;7.800,00;3.687,50;4.400,00;1.559,15;3.750,00;6.075,00;3.110,00;8.650,00;4.710,00;6.475,00;7.800,00;11.175,00;21.075,00;1.685,00;580,00;3.551,19;1.385,00;2.820,00;7.204,95;2.840,00;4.290,00;1.030,00;2.493,75;22.600,00;4.000,00
08/02/2022;962,01;2.200,00;1.790,00;5.550,00;7.725,00;3.750,00;4.440,00;1.554,71;3.812,50;5.900,00;3.070,00;8.625,00;4.650,00;6.375,00;7.600,00;10.850,00;20.825,00;1.640,00;580,00;3.492,65;1.410,00;2.840,00;7.130,16;2.820,00;4.230,00;1.020,00;2.550,00;22.175,00;4.000,00
09/02/2022;971,72;2.210,00;1.780,00;5.550,00;7.950,00;3.787,50;4.450,00;1.576,92;3.837,50;5.875,00;3.070,00;8.675,00;4.660,00;6.350,00;7.550,00;10.875,00;21.650,00;1.650,00;560,00;3.512,16;1.410,00;2.870,00;7.304,68;2.850,00;4.280,00;1.020,00;2.637,50;22.675,00;3.960,00
10/02/2022;973,64;2.160,00;1.880,00;5.450,00;7.750,00;3.837,50;4.470,00;1.572,47;3.862,50;5.850,00;3.090,00;8.625,00;4.800,00;6.325,00;7.600,00;10.850,00;21.250,00;1.640,00;580,00;3.443,87;1.380,00;2.840,00;7.254,82;2.750,00;4.460,00;1.050,00;2.693,75;22.800,00;3.980,00
11/02/2022;971,68;2.170,00;1.845,00;5.450,00;7.825,00;3.850,00;4.450,00;1.572,47;3.862,50;5.850,00;3.080,00;8.650,00;4.780,00;6.350,00;7.700,00;10.925,00;21.875,00;1.635,00;570,00;3.512,16;1.375,00;2.880,00;7.354,54;2.720,00;4.450,00;1.055,00;2.506,25;23.050,00;3.900,00
14/02/2022;962,64;2.230,00;1.890,00;5.300,00;7.700,00;3.850,00;4.410,00;1.572,47;3.900,00;5.800,00;2.980,00;8.550,00;4.700,00;6.350,00;7.575,00;10.775,00;22.925,00;1.600,00;605,00;3.560,94;1.405,00;2.910,00;7.180,02;2.750,00;4.400,00;1.035,00;2.350,00;23.450,00;3.850,00
15/02/2022;975,32;2.290,00;1.880,00;5.500,00;7.875,00;3.962,50;4.430,00;1.612,45;3.950,00;5.850,00;2.980,00;8.550,00;4.670,00;6.375,00;7.600,00;10.875,00;23.375,00;1.640,00;585,00;3.668,26;1.420,00;2.910,00;7.254,82;2.800,00;4.410,00;1.045,00;2.431,25;24.175,00;3.870,00
16/02/2022;976,51;2.240,00;1.880,00;5.475,00;7.975,00;3.975,00;4.420,00;1.603,57;3.925,00;5.800,00;2.980,00;8.500,00;4.730,00;6.300,00;7.750,00;10.975,00;23.475,00;1.620,00;560,00;3.707,28;1.450,00;2.900,00;7.379,47;2.910,00;4.400,00;1.040,00;2.450,00;23.800,00;3.870,00
17/02/2022;973,40;2.220,00;1.945,00;5.475,00;7.900,00;3.950,00;4.400,00;1.599,13;3.925,00;5.775,00;2.920,00;8.525,00;4.750,00;6.375,00;7.650,00;11.125,00;22.975,00;1.600,00;575,00;3.765,82;1.440,00;2.900,00;7.304,68;2.820,00;4.410,00;1.030,00;2.362,50;23.725,00;3.830,00
